11198,Gain a shell remotely
11199,Misc.
11200,FTP
11201,Misc.
11202,Web Servers
11203,Misc.
11204, Web Servers
11205,FTP
11206,FTP
11207,FTP
11208,CGI abuses
11209,Web Servers
11210, Web Servers
11211,Denial of Service
11212,Windows : Microsoft Bulletins
11213,Web Servers
11214,Databases
11215,Windows : Microsoft Bulletins
11217,Databases
11218,Web Servers
11220,Web Servers
11221,CGI abuses
11222,Service detection
11223,Databases
11224,Databases
11225,Databases
11226,Databases
11227,Databases
11228,Gain a shell remotely
11229,CGI abuses
11230,CGI abuses
11231,Windows : Microsoft Bulletins
11232, SMTP problems
11233,CGI abuses
11234, Web Servers
11235, Web Servers
11236,CGI abuses
11237,CGI abuses
11238, Web Servers
11239,Web Servers
11240,Default Unix Accounts
11241,Default Unix Accounts
11242,Default Unix Accounts
11243,Default Unix Accounts
11244,Default Unix Accounts
11245,Default Unix Accounts
11246,Default Unix Accounts
11247,Default Unix Accounts
11248,Default Unix Accounts
11249,Default Unix Accounts
11250,Default Unix Accounts
11251,Default Unix Accounts
11252,Default Unix Accounts
11253,Default Unix Accounts
11254,Default Unix Accounts
11255,Default Unix Accounts
11256,Default Unix Accounts
11257,Default Unix Accounts
11258,Default Unix Accounts
11259,Default Unix Accounts
11260,Default Unix Accounts
11261,Default Unix Accounts
11262,Default Unix Accounts
11263,Default Unix Accounts
11264,Default Unix Accounts
11265,Default Unix Accounts
11266,Default Unix Accounts
11267,Web Servers
11270,SMTP problems
11271,CGI abuses
11272,SMTP problems
11273,CGI abuses
11274,CGI abuses
11275,CGI abuses
11276,CGI abuses
11277,Misc.
11278,CGI abuses
11279, CGI abuses
11280, CGI abuses
11281,CGI abuses
11282,CGI abuses
11283,CISCO
11284,CGI abuses
11285,CISCO
11286,Windows : Microsoft Bulletins
11287,CISCO
11288,CISCO
11289,CISCO
11290,CISCO
11291,CISCO
11292,CISCO
11293,CISCO
11294,CISCO
11295,CISCO
11296,CISCO
11297,CISCO
11298,CGI abuses
11299,Databases
11300,Windows : Microsoft Bulletins
11301,Windows : Microsoft Bulletins
11302,Windows : Microsoft Bulletins
11303,Web Servers
11304,Windows : Microsoft Bulletins
11305,Firewalls
11306,Windows : Microsoft Bulletins
11307,Windows : Microsoft Bulletins
11308,SMTP problems
11309,Windows : Microsoft Bulletins
11310,CGI abuses
11311,Web Servers
11313,Web Servers
11314,Windows
11315,CGI abuses
11316,SMTP problems
11317,SNMP
11318, DNS
11319,CGI abuses
11320, DNS
11321,SMTP problems
11322,Windows : Microsoft Bulletins
11323,Windows
11324,CGI abuses
11325,Windows : Microsoft Bulletins
11326,Windows : Microsoft Bulletins
11327,Misc.
11328,CGI abuses
11329,Windows
11330,Windows : Microsoft Bulletins
11331,FTP
11332,FTP
11333, CGI abuses
11334,CGI abuses
11335,SNMP
11336,Windows : Microsoft Bulletins
11337,Gain a shell remotely
11338,Gain a shell remotely
11339,Gain a shell remotely
11340,Misc.
11341, Gain a shell remotely
11343,Misc.
11344,Web Servers
11345,CGI abuses
11346,SMTP problems
11347,SMTP problems
11348,SMTP problems
11349,SMTP problems
11350,SMTP problems
11351,SMTP problems
11352,SMTP problems
11353,RPC
11354,Gain a shell remotely
11355,Gain a shell remotely
11356,RPC
11357,RPC
11358,RPC
11359,CGI abuses
11360,CGI abuses
11361, CGI abuses
11362, CGI abuses : XSS
11363,Windows
11364,SMTP problems
11365,CGI abuses : XSS
11366,Windows : Microsoft Bulletins
11367,Service detection
11368,CGI abuses
11369,Misc.
11370,CGI abuses
11371,FTP
11372,FTP
11373,FTP
11374,FTP
11375, CGI abuses
11376,Misc.
11377,CGI abuses
11378,Databases
11379,CISCO
11380,CISCO
11381,CISCO
11382,CISCO
11383,CISCO
11384,Misc.
11385,Misc.
11386,Web Servers
11387,Firewalls
11388,Gain a shell remotely
11389,Service detection
11390,Gain a shell remotely
11391,FTP
11392,FTP
11393,CGI abuses
11394,CGI abuses : XSS
11395,CGI abuses : XSS
11396,Misc.
11397,CGI abuses
11398, Gain a shell remotely
11399, CGI abuses : XSS
11400,CGI abuses
11401,CGI abuses
11402,CGI abuses
11403,Web Servers
11404,Windows
11405,RPC
11406,Gain a shell remotely
11407,FTP
11408,Web Servers
11409, Web Servers
11410,Service detection
11411,CGI abuses
11412,Web Servers
11413,Windows : Microsoft Bulletins
11414,Service detection
11415,CGI abuses : XSS
11416,CGI abuses
11417,CGI abuses : XSS
11418,RPC
11419,CGI abuses
11420,RPC
11421,SMTP problems
11422,Web Servers
11423,Windows : Microsoft Bulletins
11424, Web Servers
11425,Windows
11426,Peer-To-Peer File Sharing
11427,Peer-To-Peer File Sharing
11428,Windows
11429,Windows
11430,Peer-To-Peer File Sharing
11431,Peer-To-Peer File Sharing
11432,Windows
11433,Windows : Microsoft Bulletins
11434,Firewalls
11435,Windows
11436, CGI abuses
11437,CGI abuses : XSS
11438,CGI abuses
11439,CGI abuses
11440,CGI abuses
11441,CGI abuses : XSS
11442, Gain a shell remotely
11443,Web Servers
11444,CGI abuses
11445,CGI abuses : XSS
11446,CGI abuses : XSS
11447,CGI abuses
11448,CGI abuses : XSS
11449,CGI abuses : XSS
11450,FTP
11451,CGI abuses
11452,Databases
11453, CGI abuses
11454,Windows
11455,Web Servers
11456,Databases
11457,Windows
11458,Windows
11459,Windows
11460,Windows
11461, CGI abuses
11462,CGI abuses
11463,CGI abuses
11464, CGI abuses
11465,CGI abuses
11466,FTP
11467,CGI abuses
11468,CGI abuses
11469,CGI abuses
11470, CGI abuses : XSS
11471,CGI abuses
11472, CGI abuses
11473,Peer-To-Peer File Sharing
11474,Web Servers
11475,Denial of Service
11476,CGI abuses
11477,CGI abuses
11478,CGI abuses
11479,CGI abuses : XSS
11480,Misc.
11481, Web Servers
11482,CGI abuses
11483,Service detection
11484,Gain a shell remotely
11485,Windows : Microsoft Bulletins
11486,CGI abuses
11487,CGI abuses
11488,CGI abuses
11489,CGI abuses
11490,SNMP
11492, CGI abuses : XSS
11493,Web Servers
11494,Denial of Service
11495,Gain a shell remotely
11496,Windows
11497,CGI abuses
11498, CGI abuses
11499, SMTP problems
11500,CGI abuses
11501,CGI abuses
11502, CGI abuses
11503,CGI abuses : XSS
11504,Web Servers
11505,CGI abuses
11506, Windows
11507,Web Servers
11508,CGI abuses : XSS
11509,CGI abuses
11510, DNS
11511,Misc.
11512,Misc.
11513,Gain a shell remotely
11514,Misc.
11515,CGI abuses
11516,CGI abuses
11518,Firewalls
11519,Web Servers
11520,CGI abuses
11521,Web Servers
11522,CISCO
11523, Gain a shell remotely
11524,CGI abuses
11526,CGI abuses
11527,CGI abuses : XSS
11528,Windows : Microsoft Bulletins
11530,Windows
11531, CGI abuses
11532,CGI abuses
11533,CGI abuses
11534,Windows : Microsoft Bulletins
11535,DNS
11536,CGI abuses
11537, CGI abuses : XSS
11538,CGI abuses
11539,FTP
11540,Gain a shell remotely
11541,Windows : Microsoft Bulletins
11542,CGI abuses
11543, Web Servers
11544, Web Servers
11545,Web Servers
11546,Web Servers
11547,CISCO
11548,CGI abuses
11549,CGI abuses
11550,CGI abuses
11552, Web Servers
